track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
73,0.612,0.921,7,-2.879,1,0.0848,0.0183,0,0.0576,0.453,139.986
34,0.836,0.47,9,-11.828,0,0.211,0.527,1.31e-4,0.0963,0.317,110.014
81,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803
73,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413
50,0.806,0.715,0,-6.092,1,0.228,0.218,0,0.118,0.604,124.943
81,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022
76,0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022
42,0.637,0.717,0,-8.54,0,0.0615,0.158,5.3e-6,0.177,0.394,74.999
82,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-5,0.0344,0.928,114.988
43,0.774,0.828,5,-1.869,0,0.198,0.719,1.65e-6,0.122,0.583,125.299
77,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983
15,0.613,0.681,8,-3.089,1,0.0778,0.0287,0,0.126,0.619,97.621
75,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494
42,0.839,0.848,11,-4.954,1,0.0314,0.229,1.28e-5,0.0611,0.808,109.985
87,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016
25,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
78,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032
40,0.71,0.636,10,-4.161,0,0.0397,0.0278,0,0.126,0.505,125.865
80,0.778,0.547,2,-7.273,1,0.0489,0.346,3.02e-4,0.132,0.441,95.002
75,0.314,0.63,5,-5.963,1,0.116,0.471,0.266,0.205,0.312,88.244
70,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-6,0.124,0.961,134.052
80,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07
83,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-5,0.153,0.608,116.073
76,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992
53,0.648,0.647,5,-9.842,0,0.116,0.135,0,0.8,0.895,88.988
81,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-6,0.106,0.0967,180.043
76,0.376,0.696,0,-4.785,0,0.0949,0.141,0,0.11,0.303,169.515
74,0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-6,0.204,0.164,103.997
44,0.58,0.438,9,-7.696,0,0.028,0.738,1.04e-6,0.189,0.225,93.003
75,0.733,0.899,0,-4.237,1,0.143,0.00496,4.72e-5,0.372,0.76,127.086
79,0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955
74,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-6,0.112,0.445,107.995
66,0.515,0.873,10,-3.062,1,0.0389,0.00104,0,0.104,0.434,134.042
78,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944
80,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028
80,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931
15,0.535,0.888,11,-3.1,1,0.0446,3.04e-4,2.17e-6,0.324,0.451,126.011
79,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-6,0.388,0.244,114.066
74,0.668,0.725,1,-6.127,1,0.266,0.0102,4.79e-4,0.0561,0.729,191.944
78,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-6,0.0913,0.0765,141.284
68,0.699,0.883,5,-3.226,0,0.219,0.0288,0,0.817,0.499,127.961
21,0.565,0.782,8,-6.413,1,0.0506,0.0577,4.16e-5,0.0757,0.4,140.004
18,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984
27,0.675,0.885,1,-4.432,0,0.0436,0.217,0,0.086,0.768,97.03
77,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899
81,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-6,0.17,0.286,141.971
76,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565
11,0.748,0.819,10,-4.032,0,0.198,0.13,0,0.111,0.792,110.645
69,0.557,0.801,1,-3.602,0,0.218,0.0125,1.66e-6,0.737,0.654,92.135
16,0.473,0.777,9,-3.698,1,0.059,0.119,7.87e-5,0.671,0.21,136.249
65,0.386,0.594,1,-6.186,1,0.0565,0.0254,3.03e-6,0.0873,0.187,113.843
76,0.714,0.451,5,-8.268,1,0.0276,0.0883,0,0.108,0.406,127.787
19,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943
78,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015
76,0.4,0.564,10,-7.444,1,0.0523,0.693,0,0.0863,0.483,99.269
23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-5,0.0848,0.777,100.041
82,0.693,0.564,1,-3.857,0,0.0378,0.399,0,0.0409,0.574,185.913
45,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11e-6,0.342,0.833,119.964
67,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-5,0.123,0.817,128.977
13,0.601,0.77,1,-10.105,0,0.0602,0.0683,6.59e-4,0.0566,0.175,127.964
49,0.651,0.925,1,-3.382,1,0.0666,0.0232,0.0134,0.0567,0.52,127.994
17,0.691,0.939,9,-4.06,0,0.279,0.0202,1.08e-5,0.558,0.794,124.753
6,0.806,0.289,1,-9.853,0,0.0389,0.609,0,0.105,0.457,89.958
21,0.649,0.831,5,-6.556,0,0.0702,0.0443,0.383,0.0712,0.363,126.982
79,0.616,0.438,1,-5.968,1,0.0298,0.356,0,0.24,0.386,135.929
79,0.825,0.593,6,-6.401,0,0.0988,0.688,1.61e-4,0.17,0.54,98.078
93,0.505,0.34,4,-9.005,1,0.0438,0.576,0,0.21,0.0916,101.993
98,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019
98,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042
97,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941
94,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-6,0.21,0.0605,76.469
94,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891
88,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967
94,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989
96,0.721,0.716,10,-7.037,0,0.0657,0.0334,8.4e-4,0.237,0.667,104.994
85,0.529,0.9,1,-3.503,1,0.418,2.48e-4,1.21e-5,0.0426,0.434,180.291
91,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991
94,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-5,0.106,0.884,117.948
85,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977
71,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735
86,0.563,0.564,10,-7.906,0,0.271,0.114,0.0254,0.304,0.55,154.355
91,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567
74,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939
95,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128
92,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051
93,0.786,0.808,7,-3.702,1,0.0882,0.0846,2.89e-4,0.0822,0.609,105.027
90,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803
91,0.857,0.621,9,-6.376,0,0.0824,0.148,0,0.0865,0.668,97.986
87,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016
51,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231
84,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956
91,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972
87,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96
86,0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983
89,0.668,0.892,5,-3.001,0,0.0645,0.298,0,0.735,0.478,95.927
90,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-5,0.179,0.623,80.002
90,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974
91,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-5,0.108,0.429,176.089
68,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971
87,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-5,0.181,0.187,92.043
90,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-6,0.243,0.244,176.169
79,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848
76,0.727,0.583,7,-7.385,0,0.0718,0.065,0,0.106,0.629,147.983
87,0.499,0.8,1,-2.665,0,0.0502,0.0906,0,0.147,0.272,139.919
91,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935
86,0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973
92,0.879,0.703,1,-4.219,1,0.0701,0.143,0,0.0569,0.788,94.004
67,0.294,0.505,3,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332
88,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-6,0.102,0.371,192.091
85,0.932,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998
64,0.753,0.652,10,-5.943,0,0.0753,0.444,0,0.117,0.745,139.962
88,0.732,0.644,0,-4.124,1,0.132,0.0934,4.54e-6,0.143,0.554,174.1
90,0.658,0.901,7,-2.814,1,0.0357,0.0478,0,0.12,0.708,93.979
90,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041
88,0.78,0.759,1,-3.292,1,0.225,0.462,8.68e-4,0.143,0.579,91.952
49,0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003
43,0.824,0.592,6,-6.4,0,0.0969,0.693,1.58e-4,0.178,0.54,98.074
82,0.693,0.564,1,-3.857,0,0.0378,0.399,0,0.0409,0.574,185.913
80,0.57,0.585,8,-7.041,1,0.251,0.128,9.7e-5,0.111,0.378,97.285
87,0.591,0.841,4,-4.351,0,0.0304,0.0119,0,0.395,0.392,109.034
83,0.584,0.685,7,-7.811,1,0.425,0.0304,0,0.189,0.345,97.551
80,0.738,0.717,1,-5.121,1,0.0573,0.062,0,0.205,0.5,98.047
78,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-6,0.0966,0.355,128.073
78,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-6,0.126,0.721,140.094
83,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-6,0.3,0.881,170.918
89,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977
81,0.694,0.466,9,-6.758,1,0.0384,0.0934,0,0.098,0.246,103.018
86,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202
88,0.708,0.186,9,-8.953,0,0.0422,0.868,0,0.0779,0.321,72.541
82,0.764,0.555,11,-6.414,1,0.0604,0.275,0,0.0824,0.255,111.004
84,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848
33,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954
78,0.503,0.808,11,-5.051,0,0.045,0.0254,0.00162,0.557,0.283,107.975
79,0.614,0.647,0,-4.681,0,0.0524,0.0687,0,0.104,0.368,163.862
80,0.755,0.448,3,-2.993,0,0.0405,0.0508,3.87e-6,0.11,0.431,139.028
80,0.614,0.684,0,-5.79,1,0.157,0.247,0,0.0976,0.258,156.85
80,0.726,0.408,11,-6.606,0,0.0614,0.603,0,0.225,0.459,115.918
76,0.44,0.635,11,-6.385,1,0.0326,0.129,0,0.121,0.327,128.133
79,0.591,0.705,9,-6.519,0,0.079,0.381,1.16e-4,0.131,0.27,121.799
30,0.677,0.744,10,-6.806,0,0.0295,0.0404,1.6e-4,0.074,0.631,124.08
76,0.647,0.795,1,-3.548,0,0.0372,0.0635,0,0.188,0.409,127.992
69,0.582,0.826,11,-4.599,0,0.0612,0.0614,2.7e-6,0.108,0.201,117.948
68,0.424,0.694,6,-4.912,0,0.0386,0.0573,9.37e-4,0.133,0.0801,128.034
83,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961
84,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-5,0.289,0.357,119.896
77,0.658,0.804,0,-5.735,1,0.0377,0.00463,0,0.178,0.508,120.047
81,0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999
21,0.585,0.782,1,-4.101,0,0.0897,0.269,0,0.156,0.521,121.908
80,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011
64,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027
89,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015
71,0.673,0.596,10,-7.891,1,0.0354,0.166,0,0.11,0.19,123.969
68,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77e-6,0.134,0.542,119.85
77,0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038
62,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948
78,0.574,0.728,1,-4.777,1,0.062,0.0161,1.42e-6,0.0851,0.266,125.047
70,0.592,0.977,6,-3.389,1,0.312,0.206,1.03e-4,0.0703,0.496,126.178
61,0.619,0.901,11,-4.173,0,0.0563,0.0975,0.0455,0.178,0.503,123.002
81,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-6,0.338,0.505,118.159
16,0.69,0.757,0,-5.16,0,0.244,0.533,0,0.202,0.581,124.273
19,0.675,0.674,4,-6.329,1,0.0372,0.00339,8.55e-5,0.279,0.414,125.037
79,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-6,0.103,0.761,125.03
83,0.807,0.887,1,-4.311,0,0.0361,0.016,5.03e-4,0.0811,0.606,122.015
73,0.721,0.805,9,-4.134,0,0.0927,0.05,0,0.153,0.653,118.058
84,0.806,0.558,9,-6.46,1,0.0683,0.482,0,0.0618,0.678,95.016
75,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009
73,0.597,0.751,6,-4.982,0,0.193,0.0104,0,0.0912,0.568,103.956
78,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-6,0.0644,0.593,105.017
87,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958
80,0.705,0.64,11,-6.928,0,0.225,0.0237,0,0.262,0.887,144.077
68,0.793,0.488,2,-5.807,0,0.0462,0.428,0,0.0823,0.5,133.957
72,0.66,0.666,9,-4.342,1,0.0472,0.0759,0,0.0268,0.933,89.975
68,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-5,0.107,0.748,93.043
71,0.708,0.647,11,-6.128,1,0.0298,0.117,0,0.111,0.654,129.95
61,0.642,0.608,9,-7.514,1,0.0357,0.12,1.18e-4,0.103,0.303,97.017
81,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-6,0.248,0.288,148.051
66,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,82.764
56,0.727,0.702,4,-6.19,1,0.131,0.0991,9.42e-6,0.739,0.525,110.005
65,0.602,0.894,4,-3.975,1,0.032,0.00154,0,0.433,0.643,125.988
51,0.674,0.87,3,-5.158,0,0.0912,0.428,5.08e-6,0.127,0.559,120.027
54,0.616,0.91,8,-3.316,0,0.124,0.0109,0,0.0806,0.714,150.038
63,0.466,0.759,8,-4.978,0,0.199,0.0521,0,0.0587,0.328,160.033
72,0.383,0.616,5,-7.118,1,0.0515,0.314,7.21e-6,0.11,0.48,147.625
55,0.577,0.892,8,-5.121,0,0.0675,0.016,6.39e-5,0.299,0.454,118.096
75,0.704,0.56,1,-6.791,0,0.179,0.185,0,0.0948,0.609,75.003
73,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044
56,0.469,0.689,9,-7.017,0,0.0475,0.00607,0.00119,0.114,0.531,126.505
58,0.821,0.448,9,-4.33,1,0.0468,0.296,3.26e-6,0.0683,0.45,105.006
62,0.614,0.857,1,-4.171,0,0.111,0.0987,0,0.177,0.677,164.146
77,0.534,0.642,9,-3.971,1,0.0504,0.259,0,0.29,0.131,92.963
74,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978
71,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885
74,0.537,0.647,2,-7.37,1,0.0519,0.168,0,0.108,0.531,79.77
60,0.333,0.902,3,-4.65,1,0.123,0.0279,0,0.115,0.601,185.539
67,0.688,0.723,6,-6.682,0,0.121,0.0416,2e-4,0.302,0.618,140.023
34,0.376,0.939,11,-4.482,0,0.105,0.00207,0.0706,0.345,0.689,177.895
75,0.362,0.708,10,-4.046,1,0.0672,0.0226,0,0.0873,0.513,166.31
61,0.572,0.89,6,-4.139,0,0.039,8.2e-4,0.00937,0.564,0.765,158.038
80,0.774,0.753,4,-5.445,0,0.0517,0.153,0,0.0371,0.896,119.002
80,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028
75,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-5,0.138,0.609,157.184
71,0.69,0.676,7,-6.111,1,0.0335,0.213,0,0.123,0.664,100.023
76,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-6,0.108,0.66,120.021
88,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-5,0.103,0.631,114.998
80,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07
74,0.712,0.564,8,-6.527,1,0.047,0.0266,0,0.0874,0.411,95.95
70,0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449
51,0.732,0.837,8,-3.329,0,0.0615,0.0178,0,0.178,0.883,124.982
62,0.513,0.662,8,-6.058,1,0.0293,0.195,0,0.101,0.261,134.128
73,0.573,0.441,6,-5.799,0,0.0758,0.186,0,0.61,0.389,61.657
77,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071
44,0.562,0.747,0,-5.354,0,0.0345,3.79e-5,0,0.0858,0.703,137.008
78,0.732,0.856,11,-2.2,0,0.0929,0.0828,0,0.323,0.771,145.034
81,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-6,0.106,0.0967,180.043
67,0.627,0.592,6,-5.977,1,0.314,0.126,0,0.111,0.462,167.882
77,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-6,0.3,0.427,77.987
67,0.555,0.619,0,-5.246,1,0.0296,0.203,0,0.265,0.426,136.069
81,0.663,0.708,8,-4.154,1,0.0473,0.0337,0,0.0841,0.742,103.073
72,0.475,0.846,10,-3.344,1,0.283,0.275,0,0.0824,0.451,96.036
57,0.461,0.519,8,-4.573,1,0.0471,0.403,0,0.348,0.158,136.986
85,0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991
78,0.492,0.267,7,-9.25,1,0.0336,0.8,0,0.249,0.137,117.679
81,0.505,0.428,5,-5.604,1,0.221,0.489,0,0.0977,0.618,175.813
57,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-6,0.264,0.596,117.011
74,0.708,0.641,7,-4.296,1,0.0336,0.205,0,0.0945,0.253,113.082
70,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2e-5,0.0719,0.487,162.084
65,0.669,0.593,7,-6.628,1,0.0406,0.14,0,0.119,0.281,87.965
44,0.565,0.748,8,-5.78,1,0.0576,0.425,0,0.34,0.653,75.972
78,0.518,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.854
57,0.637,0.804,2,-6.141,1,0.0448,0.207,0,0.115,0.732,129.261
94,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-5,0.0887,0.383,105.046
78,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04
76,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084
66,0.727,0.932,1,-4.931,1,0.16,0.098,0,0.211,0.662,114.032
55,0.367,0.635,1,-4.842,1,0.119,0.134,0,0.322,0.451,180.117
76,0.77,0.636,11,-6.724,0,0.131,0.169,0,0.0676,0.492,105.93
62,0.767,0.631,1,-6.762,1,0.0541,0.0997,0,0.119,0.541,100.968
40,0.69,0.29,5,-6.544,1,0.0282,0.676,0,0.109,0.42,95.976
68,0.69,0.845,9,-4.676,1,0.0339,0.0193,0,0.101,0.638,114.948
78,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038
95,0.662,0.519,9,-6.554,0,0.106,0.404,0,0.121,0.495,145.841
79,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896
38,0.531,0.936,11,-2.956,0,0.0503,0.00758,0,0.0959,0.812,75.008
75,0.754,0.653,7,-5.095,1,0.0611,0.0944,0,0.383,0.379,123.084
77,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036
58,0.538,0.809,7,-6.017,0,0.0504,0.00136,0,0.406,0.278,120.001
79,0.7,0.748,1,-6.044,1,0.0434,0.127,0,0.0941,0.631,111.939
80,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005
50,0.815,0.906,5,-3.194,0,0.0561,0.0116,2.06e-6,0.0691,0.783,125.974
63,0.667,0.619,2,-4.933,1,0.151,0.126,0,0.101,0.427,169.865
56,0.66,0.797,5,-6.096,0,0.0262,0.00646,1.08e-4,0.187,0.674,110.955
36,0.609,0.658,9,-4.657,1,0.0342,0.296,0,0.292,0.53,116.896
71,0.875,0.558,1,-6.164,1,0.0641,0.0532,2.14e-5,0.116,0.44,96.072
77,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03
79,0.421,0.407,10,-7.445,1,0.0267,0.309,9.61e-4,0.11,0.161,139.028
50,0.883,0.784,10,-5.646,0,0.0533,0.0171,0.0143,0.333,0.888,115.006
65,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-5,0.174,0.274,119.955
49,0.636,0.763,4,-5.588,1,0.035,0.0773,2.81e-5,0.174,0.756,107.256
68,0.779,0.42,0,-8.396,1,0.221,0.665,0,0.0862,0.688,105.076
76,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064
45,0.683,0.943,7,-3.408,1,0.11,0.00553,0,0.0752,0.776,129.015
43,0.662,0.859,7,-3.722,1,0.0522,4.39e-4,0,0.209,0.405,91.936
78,0.692,0.443,1,-5.671,1,0.0386,0.214,0,0.06,0.363,127.899
45,0.588,0.793,1,-4.301,1,0.0414,0.0159,0,0.0801,0.466,97.977
64,0.562,0.768,1,-5.006,0,0.0488,0.00361,0,0.0742,0.218,139.968
56,0.638,0.713,5,-6.475,1,0.0388,0.00103,2.41e-4,0.0466,0.703,115.967
65,0.697,0.775,8,-6.664,1,0.0829,0.0318,0,0.232,0.827,113.886
52,0.688,0.774,0,-4.444,1,0.086,0.361,0,0.196,0.803,109.974
41,0.467,0.817,2,-4.941,1,0.0879,1.52e-4,5.94e-4,0.199,0.647,200.044
74,0.682,0.927,4,-2.915,1,0.0479,0.0843,0,0.149,0.744,101.019
59,0.611,0.936,7,-3.697,0,0.11,0.0309,0,0.12,0.697,144.901
47,0.56,0.826,6,-5.866,0,0.0976,0.00272,0,0.487,0.492,141.974
47,0.602,0.922,11,-3.061,0,0.0386,0.00632,0,0.284,0.396,104.101
47,0.6,0.809,9,-4.982,1,0.164,0.0176,0,0.139,0.61,127.981
76,0.777,0.895,4,-4.464,1,0.0618,0.0348,0,0.317,0.826,111.987
64,0.712,0.922,6,-3.902,0,0.0411,0.00266,1.9e-6,0.268,0.976,125.984
37,0.574,0.41,10,-8.7,1,0.0398,0.848,0,0.104,0.333,114.952
32,0.321,0.405,8,-8.459,1,0.0376,0.88,1.74e-4,0.105,0.221,97.272
41,0.31,0.167,5,-14.525,1,0.029,0.856,0,0.0766,0.226,98.343
37,0.698,0.458,4,-6.853,1,0.0295,0.183,0,0.0906,0.526,108.025
27,0.379,0.502,10,-10.027,0,0.163,0.461,0,0.557,0.759,203.425
26,0.39,0.424,0,-9.336,1,0.124,0.785,0,0.167,0.508,70.114
33,0.27,0.279,5,-10.319,1,0.0346,0.953,0.00142,0.0937,0.366,87.182
37,0.379,0.00814,6,-21.447,1,0.0367,0.962,0,0.128,0.512,88.389
37,0.225,0.0917,5,-20.384,0,0.0385,0.916,9.14e-4,0.153,0.152,86.34
47,0.648,0.349,4,-10.809,1,0.0843,0.673,0,0.0959,0.121,84.055
40,0.71,0.946,8,-4.431,0,0.078,0.123,0,0.203,0.681,120.089
43,0.636,0.839,8,-4.384,1,0.096,0.0847,0,0.1,0.658,120.031
40,0.617,0.945,11,-3.519,0,0.138,0.00503,0,0.0727,0.9,150
52,0.353,0.879,1,-3.486,1,0.0833,0.0843,0,0.105,0.516,171.762
49,0.509,0.495,11,-6.073,1,0.0515,0.491,0,0.0773,0.684,112.893
44,0.351,0.626,7,-5.314,1,0.0358,0.0867,0,0.0937,0.394,129.568
38,0.633,0.941,8,-3.413,0,0.11,0.00623,0,0.103,0.844,143.887
42,0.472,0.871,2,-3.492,1,0.0836,6.32e-4,0,0.219,0.803,177.965
45,0.463,0.726,11,-5.126,1,0.03,0.0589,0,0.0861,0.473,82.006
50,0.497,0.822,1,-2.863,1,0.0399,0.011,0,0.0947,0.58,90.992
35,0.483,0.788,3,-3.473,1,0.0341,0.157,0,0.177,0.449,143.001
31,0.71,0.871,2,-6.196,1,0.0794,0.369,3.52e-6,0.297,0.647,100.983
35,0.659,0.789,6,-3.444,1,0.0717,0.184,0,0.0535,0.493,121.947
44,0.692,0.794,5,-6.219,1,0.0479,0.0977,0,0.141,0.782,125.027
39,0.58,0.664,1,-2.866,0,0.0748,0.429,0,0.146,0.436,146.001
55,0.554,0.35,6,-5.378,0,0.0287,0.799,1.39e-6,0.317,0.333,86.331
70,0.598,0.502,1,-6.273,1,0.0447,0.862,0,0.096,0.403,121.621
69,0.664,0.285,9,-7.907,1,0.0342,0.855,0,0.0952,0.256,124.148
81,0.779,0.342,3,-6.316,0,0.0404,0.701,2.56e-6,0.132,0.482,104.993
68,0.689,0.901,7,-1.431,1,0.0678,0.145,1.03e-5,0.459,0.651,125.115
69,0.664,0.607,2,-8.822,1,0.113,0.23,0,0.164,0.541,95.958
41,0.692,0.443,1,-5.671,1,0.0386,0.214,0,0.06,0.363,127.899
68,0.81,0.305,8,-6.165,0,0.0902,0.28,1.16e-4,0.203,0.732,120.013
73,0.631,0.599,7,-6.137,0,0.0878,0.067,0,0.0952,0.727,170.122
75,0.65,0.594,7,-6.374,0,0.0492,0.161,0,0.133,0.416,145.944
75,0.567,0.765,1,-4.107,0,0.108,0.317,0,0.14,0.541,121.924
54,0.653,0.76,1,-4.892,0,0.0556,0.00514,3.79e-5,0.0658,0.133,119.905
61,0.583,0.7,2,-4.969,0,0.211,0.4,0,0.183,0.553,103.072
54,0.753,0.343,8,-5.607,1,0.0337,0.799,0,0.104,0.511,137.872
