speaker,background,type,gender,debate,day,order,sentence,PERSON,ORG,GPE,NORP,LAW,LOC,polarity_sentiment,dem_candidate_full_name
Amy Klobuchar,,Candidate,female,10,1,370,I like Bernie.,Bernie,,,,,,0.0,Bernie Sanders
Amy Klobuchar,,Candidate,female,10,1,373,Bernie and Elizabeth were in the bottom half.,Elizabeth,,,,,,-0.16666666666666666,Elizabeth Warren
Amy Klobuchar,,Candidate,female,10,1,373,Bernie and Elizabeth were in the bottom half.,Bernie,,,,,,-0.16666666666666666,Bernie Sanders
Amy Klobuchar,,Candidate,female,10,1,478,"And while everyone talks about winning rural areas, suburban areas, I'm the only one up here with a receipts that has actually repeatedly, while being for the assault weapon ban, won in Republican congressional districts over and over again, including Michele Bachmann's district.",Michele Bachmann's,,,Republican;,,,0.1,
Amy Klobuchar,,Candidate,female,10,1,479,"I look at these proposals and say, do they hit my uncle Dick in the deer stand?",Dick,,,,,,0.0,
Amy Klobuchar,,Candidate,female,10,1,720,"And I would agree, when Mayor Bloomberg said that this president has not invested like he should have in his budget -- he tried to cut back on the CDC; he tried to cut back on the international organization that would coordinate with the rest of the world; he hasn't yet really addressed the nation on this topic, I would do all of that.",Bloomberg,CDC;,,,,,0.05,Mike Bloomberg
Amy Klobuchar,,Candidate,female,10,1,805,"Margaret, Margaret, could I...",Margaret,,,,,,0.0,
Amy Klobuchar,,Candidate,female,10,1,805,"Margaret, Margaret, could I...",Margaret,,,,,,0.0,
Amy Klobuchar,,Candidate,female,10,1,848,Donald Trump's worst nightmare is having someone that the people in the middle who are tired of the insults and the extremes in our politics have someone to vote for.,Donald Trump's,,,,,,-0.4666666666666666,
Amy Klobuchar,,Candidate,female,10,1,848,I went with Barack Obama when he went to Cuba.,Barack Obama,,Cuba;,,,,0.0,
Amy Klobuchar,,Candidate,female,10,1,852,"... in charge of this ticket -- could I finish, Margaret?",Margaret,,,,,,0.0,
Amy Klobuchar,,Candidate,female,10,1,910,"We should be working with Russia not only to stand up for the protection of our elections and call Vladimir Putin out for what he is, the ruthless dictator that takes down planes, that poisons dissidents, but that, also, at the same time, we have to acknowledge that we should be renegotiating the New START treaty and the other arms negotiations that must happen.",Vladimir Putin,,Russia;,,the New START;,,-0.1906986531986532,
Amy Klobuchar,,Candidate,female,10,1,962,"Then, I would say that my motto is the words of one of my political mentors, Paul Wellstone, who sadly is no longer with us.",Paul Wellstone,,,,,,0.125,
Andrew Yang,,Candidate,male,1,2,104,"This is the move that we have to make, particularly as technology is now automating away millions of American jobs, it's why Donald Trump is our president today that we automated away 4 million manufacturing jobs in Michigan, Ohio, Pennsylvania, and Wisconsin, and we are about to do the same thing to millions of retail jobs, call center jobs, fast food jobs, truck-driving jobs and other jobs through the economy.",Donald Trump,,Wisconsin;Pennsylvania;Ohio;Michigan;,American;,,,0.02361111111111111,
Andrew Yang,,Candidate,male,1,2,805,"Democrats and Americans around the country have one question for their nominee, and that is, who can beat Donald Trump in 2020?",Donald Trump,,,Americans;Democrats;,,,0.0,
Andrew Yang,,Candidate,male,1,2,805,"And the right candidate to beat Donald Trump will be solving the problems that got Donald Trump elected, and we'll have a vision of a trickle-up economy that is already drawing thousands of disaffected Trump voters, conservatives, independents, and libertarians, as well as Democrats and progressives.",Donald Trump,Trump;,,Democrats;libertarians;independents;conservatives;,,,0.2857142857142857,
Andrew Yang,,Candidate,male,1,2,805,"And the right candidate to beat Donald Trump will be solving the problems that got Donald Trump elected, and we'll have a vision of a trickle-up economy that is already drawing thousands of disaffected Trump voters, conservatives, independents, and libertarians, as well as Democrats and progressives.",Donald Trump,Trump;,,Democrats;libertarians;independents;conservatives;,,,0.2857142857142857,
Andrew Yang,,Candidate,male,1,2,806,I can build a much broader coalition to beat Donald Trump.,Donald Trump,,,,,,0.2,
Andrew Yang,,Candidate,male,2,2,43,"I know this may sound like a gimmick, but this is a deeply American idea, from Thomas Paine to Martin Luther King to today.",Martin Luther King,,,American;,,,0.2,
Andrew Yang,,Candidate,male,2,2,43,"I know this may sound like a gimmick, but this is a deeply American idea, from Thomas Paine to Martin Luther King to today.",Thomas Paine,,,American;,,,0.2,
Andrew Yang,,Candidate,male,2,2,45,"We need to do the opposite of much of what we're doing right now, and the opposite of Donald Trump is an Asian man who likes math.",Donald Trump,,,Asian;,,,0.09714285714285714,
Andrew Yang,,Candidate,male,2,2,47,"It is why Donald Trump is our president, and any politician not addressing it is failing the American people.",Donald Trump,,,American;,,,0.0,
Andrew Yang,,Candidate,male,2,2,191,"As someone who's run a business, I can tell you flat out our current health care system makes it harder to hire, it makes it harder to treat people well and give them benefits and treat them as full-time employees, it makes it harder to switch jobs, as Senator Harris just said, and it's certainly a lot harder to start a business.",Harris,,,,,,-0.03010204081632653,Kamala Harris
Andrew Yang,,Candidate,male,2,2,439,We have to focus on beating Donald Trump in 2020.,Donald Trump,,,,,,0.0,
Andrew Yang,,Candidate,male,2,2,533,"We should just go back to the writings of Martin Luther King, who in 1967, his book ""Chaos or Community"", said ""We need a guaranteed minimum income in the United States of America.""",Martin Luther King,,the United States of America;,,,,0.0,
Andrew Yang,,Candidate,male,2,2,570,The important number in Vice President Biden's remarks just now is that he United States was only 15 percent of global emissions.,Biden,,he United States;,,,,0.13333333333333333,Joe Biden
Andrew Yang,,Candidate,male,2,2,653,"I believe I'm the candidate best suited to beat Donald Trump and as for how to win in Michigan and Ohio and Pennsylvania, the problem is that so many people feel like the economy has left them behind.",Donald Trump,,Pennsylvania;Ohio;Michigan;,,,,0.38,
Andrew Yang,,Candidate,male,2,2,656,"The way we win this election as we redefine economic progress to include all the things that matter to the people in Michigan and all of us like our own heath, our well being, our mental health, our clean air and clean water, how are kids are doing.",heath,,Michigan;,,,,0.37222222222222223,
Andrew Yang,,Candidate,male,2,2,798,"We've fallen apart at home, so we elected Donald Trump, and now we have this erratic and unpredictable relationship with even our longstanding partners and allies.",Donald Trump,,,,,,-0.16666666666666666,
Andrew Yang,,Candidate,male,2,2,925,And that is how we're going to beat Donald Trump in 2020.,Donald Trump,,,,,,0.0,
Andrew Yang,,Candidate,male,3,1,453,"We have to say to the American people, immigrants are positive for our economic and social dynamism, and I would return the level of legal immigration to the point it was under the Obama-Biden administration.",Biden,,,American;,,,0.13212121212121214,Joe Biden
Andrew Yang,,Candidate,male,3,1,453,"We have to say to the American people, immigrants are positive for our economic and social dynamism, and I would return the level of legal immigration to the point it was under the Obama-Biden administration.",Obama,,,American;,,,0.13212121212121214,
Andrew Yang,,Candidate,male,3,1,454,I think we have to compete for talent and I am the opposite of Donald Trump in many ways.,Donald Trump,,,,,,0.25,
Andrew Yang,,Candidate,male,3,1,490,But we have to let the Chinese know that we recognize that President Trump has pursued an arbitrary and haphazard trade policy that has had victims on both sides.,Trump,,,Chinese;,,,-0.2333333333333333,
Andrew Yang,,Candidate,male,3,1,610,"We've spent trillions of dollars to unclear benefits, lost thousands of lives - and thank you, Pete, for your service.",Pete,,,,,,-0.1,Pete Buttigieg
Andrew Yang,,Candidate,male,3,1,680,"So, to follow up on what Elizabeth said, why are we losing to the fossil fuel companies?",Elizabeth,,,,,,0.0,Elizabeth Warren
Andrew Yang,,Candidate,male,3,1,836,"And so I spent seven years starting and running a nonprofit that helped train young entrepreneurs around the country, including Sean Nguyen, who's here in the audience tonight, who left his gilded Wall Street job to become a food entrepreneur in San Antonio.",Sean Nguyen,,San Antonio;,,,,0.0,
Andrew Yang,,Candidate,male,3,1,836,"Sean, I hope I made the process a little bit easier for you than it was for me.",Sean,,,,,,-0.1875,
Andrew Yang,,Candidate,male,4,1,55,"I support impeachment, but we shouldn't have any illusions that impeaching Donald Trump will, one, be successful or, two, erase the problems that got him elected in 2016.",Donald Trump,,,,,,0.75,
Andrew Yang,,Candidate,male,4,1,56,Why did Donald Trump win your state by eight points?,Donald Trump,,,,,,0.8,
Andrew Yang,,Candidate,male,4,1,57,"These are the problems that got Donald Trump elected, the fourth industrial revolution.",Donald Trump,,,,,,0.0,
Andrew Yang,,Candidate,male,4,1,58,"The fact is, Donald Trump, when we're talking about him, we are losing.",Donald Trump,,,,,,0.0,
Andrew Yang,,Candidate,male,4,1,58,"We need to present a new vision, and that even includes talking about impeaching Donald Trump.",Donald Trump,,,,,,0.06818181818181818,
Andrew Yang,,Candidate,male,4,1,167,"Also, Senator Sanders, the description of a federal jobs guarantee does not take into account the work of people like my wife, who's at home with our two boys, one of whom is autistic.",Sanders,,,,,,-0.2,Bernie Sanders
Andrew Yang,,Candidate,male,4,1,193,"Senator Warren, I just need -- I just need to address this.",Warren,,,,,,0.0,Elizabeth Warren
Andrew Yang,,Candidate,male,4,1,195,"Senator Warren, I've been talking to Americans around the country about automation.",Warren,,,Americans;,,,0.0,Elizabeth Warren
Andrew Yang,,Candidate,male,4,1,296,Senator Warren is 100 percent right that we're in the midst of the most extreme winner-take-all economy in history.,Warren,,,,,,0.22023809523809526,Elizabeth Warren
Andrew Yang,,Candidate,male,4,1,454,"The fact is, we were falling apart at home, so we voted in Donald Trump, and he's now led us down this dangerous path with erratic and unreliable foreign policy.",Donald Trump,,,,,,-0.2935185185185185,
Andrew Yang,,Candidate,male,4,1,457,We saw when Mark Zuckerberg testified at Congress the nature of the questioning.,Mark Zuckerberg,Congress;,,,,,0.0,
Andrew Yang,,Candidate,male,4,1,572,"Yes, preach, Beto.",Beto,,,,,,0.0,Beto O'Rourke
Andrew Yang,,Candidate,male,4,1,641,"As usual, Senator Warren is 100 percent right in diagnosing the problem.",Warren,,,,,,0.01785714285714285,Elizabeth Warren
Andrew Yang,,Candidate,male,4,1,901,"The friendship that sticks out for me is a guy named Fred, who's an avid Trump supporter, a trucker.",Fred,Trump;,,,,,0.25,
Andrew Yang,,Candidate,male,4,1,902,"And I'm happy to say that, after our ride together, he actually said that he would move from Donald Trump to my campaign, which was a thrill for me.",Donald Trump,,,,,,0.4,
Andrew Yang,,Candidate,male,4,1,904,Donald Trump had a set of solutions in 2016.,Donald Trump,,,,,,0.0,
Andrew Yang,,Candidate,male,5,1,151,"Well, first, I just want to stick up for Tom.",Tom,,,,,,0.25,Tom Steyer
Andrew Yang,,Candidate,male,5,1,151,"We have a broken campaign finance system, but Tom has been spending his own money fighting climate change.",Tom,,,,,,0.09999999999999998,Tom Steyer
Andrew Yang,,Candidate,male,5,1,332,"And it was James Mattis that said that the more you invest in diplomats and diplomacy, the less you have to spend on ammunition.",James Mattis,,,,,,0.16666666666666669,
Andrew Yang,,Candidate,male,5,1,385,I talked to an anti-hate activist named Christian Picciolini who told me about how he was radicalized over a 10-year period.,Christian Picciolini,,,,,,0.0,
Andrew Yang,,Candidate,male,5,1,577,"I'm here with my wife, Evelyn, tonight.",Evelyn,,,,,,0.0,
Andrew Yang,,Candidate,male,5,1,577,"We have two young boys, Christopher and Damian.",Damian,,,,,,0.1,
Andrew Yang,,Candidate,male,5,1,577,"We have two young boys, Christopher and Damian.",Christopher,,,,,,0.1,
Andrew Yang,,Candidate,male,5,1,579,We talk as if Donald Trump is the cause of all of our problems.,Donald Trump,,,,,,0.0,
Andrew Yang,,Candidate,male,6,1,49,Judy --,Judy,,,,,,0.0,
Andrew Yang,,Candidate,male,6,1,60,The media networks didn't do us any favors by missing a reason why Donald Trump became our president in the first place.,Donald Trump,,,,,,0.024999999999999998,
Andrew Yang,,Candidate,male,6,1,60,"If your turn on cable network news today, you would think he's our president because of some combination of Russia, racism, Facebook, Hillary Clinton, and emails all mixed together.",Hillary Clinton,Facebook;,Russia;,,,,0.0,
Andrew Yang,,Candidate,male,6,1,62,"The more we act like Donald Trump is the cause of all our problems, the more Americans lose trust that we can actually see what's going on in our communities and solve those problems.",Donald Trump,,,Americans;,,,0.3333333333333333,
Andrew Yang,,Candidate,male,6,1,63,"What we have to do is we have to stop being obsessed over impeachment, which, unfortunately, strikes many Americans like a ball game where you know what the score is going to be, and actually start digging in and solving the problems that got Donald Trump elected in the first place.",Donald Trump,,,Americans;,,,-0.10833333333333334,
Andrew Yang,,Candidate,male,6,1,195,"Elizabeth is saying, then we have to have nuclear on the table.",Elizabeth,,,,,,0.0,Elizabeth Warren
Andrew Yang,,Candidate,male,6,1,212,"I miss Kamala, I miss Cory, though I think Cory will be back.",Cory,,,,,,0.0,Cory Booker
Andrew Yang,,Candidate,male,6,1,212,"I miss Kamala, I miss Cory, though I think Cory will be back.",Cory,,,,,,0.0,Cory Booker
Andrew Yang,,Candidate,male,6,1,212,"I miss Kamala, I miss Cory, though I think Cory will be back.",Kamala,,,,,,0.0,Kamala Harris
Andrew Yang,,Candidate,male,6,1,217,"The way that we fix it -- the way we fix this is we take Martin Luther King's message of a guaranteed minimum income, a freedom dividend of $1,000 a month for all Americans.",Martin Luther King's,,,Americans;,,,0.0,
Andrew Yang,,Candidate,male,6,1,447,That's where I thought Elizabeth was taking the conversation.,Elizabeth,,,,,,0.0,Elizabeth Warren
Andrew Yang,,Candidate,male,6,1,588,"The fact is right now, we have to do more for Kyle.",Kyle,,,,,,0.3928571428571429,
Andrew Yang,,Candidate,male,6,1,589,We have to be able to say to our kids and Kyle that you have intrinsic value because you're an American and you're a human being.,Kyle,,,American;,,,0.16666666666666666,
Andrew Yang,,Candidate,male,6,1,590,"And then we're going to take this burden off of the communities and off of the schools who do not have the resources to support kids like my son and make it a federal priority, not a local one, so we're not robbing Peter to pay Paul.",Paul,,,,,,0.0,
Andrew Yang,,Candidate,male,6,1,590,"And then we're going to take this burden off of the communities and off of the schools who do not have the resources to support kids like my son and make it a federal priority, not a local one, so we're not robbing Peter to pay Paul.",Peter,,,,,,0.0,
Andrew Yang,,Candidate,male,6,1,733,"In terms of a gift, Elizabeth has done me the honor of starting to read my book.",Elizabeth,,,,,,0.0,Elizabeth Warren
Andrew Yang,,Candidate,male,6,1,788,Our campaign is growing all the time because we are laser-focused on solving the real problems that got Donald Trump elected in the first place.,Donald Trump,,,,,,0.225,
Andrew Yang,,Candidate,male,6,1,788,"I spent seven years helping create thousands of jobs in Detroit, Baltimore, New Orleans, and other cities, serving as an ambassador of entrepreneurship under President Obama, and I saw firsthand what many of you already know.",Obama,,New Orleans;Baltimore;Detroit;,,,,0.1028409090909091,
Andrew Yang,,Candidate,male,8,1,18,"George, the entire capitalism, socialism dichotomy is completely out of date and the fact is when people were talking about these economic models, they did not foresee technology getting stronger, more powerful, capable of doing the work of thousands of humans in the blink of an eye.",George,,,,,,0.21666666666666667,
Andrew Yang,,Candidate,male,8,1,59,"George, can I say...",George,,,,,,0.0,
Andrew Yang,,Candidate,male,8,1,67,"Pete, fundamentally, you are missing the lesson of Donald Trump's victory.",Donald Trump's,,,,,,-0.2,
Andrew Yang,,Candidate,male,8,1,67,"Pete, fundamentally, you are missing the lesson of Donald Trump's victory.",Pete,,,,,,-0.2,Pete Buttigieg
Andrew Yang,,Candidate,male,8,1,67,"Donald Trump is not the cause of all of our problems, and we're making a mistake when we act like he is.",Donald Trump,,,,,,0.0,
Andrew Yang,,Candidate,male,8,1,69,"That's why Iowa, traditional swing state, went to Trump by almost 10 points.",Trump,,Iowa;,,,,0.0,
Andrew Yang,,Candidate,male,8,1,70,"These are the changes that Americans are seeing and feeling around us every day, and if we get done the hard work of curing those problems, we will not just defeat Donald Trump in the fall, but we'll actually be able to move our communities forward.",Donald Trump,,,Americans;,,,0.10416666666666666,
Andrew Yang,,Candidate,male,8,1,174,"That's what we have to change, Monica.",Monica,,,,,,0.0,
Andrew Yang,,Candidate,male,8,1,231,"Elizabeth, with respect, you can't regulate away racism with a whole patchwork of laws that are race-specific.",Elizabeth,,,,,,0.2,Elizabeth Warren
Andrew Yang,,Candidate,male,8,1,231,"What we have to do is heed the writings of Martin Luther King, whose birthday we just celebrated.",Martin Luther King,,,,,,0.35,
Andrew Yang,,Candidate,male,8,1,315,"George, we're in the midst of the most extreme winner take all economy in the history of our country, and unfortunately, that extremity is just going to reach unprecedented heights as technology is getting stronger, smarter, more capable all the time, and most of us are not.",George,,,,,,0.2392857142857143,
Andrew Yang,,Candidate,male,8,1,316,"What is the market value my wife, Evelyn had, or stay at home parents around the country?",Evelyn,,,,,,0.0,
Andrew Yang,,Candidate,male,8,1,316,"Caregivers taking care of ailing loved ones, like Kyle Christensen in Iowa?",Kyle Christensen,,Iowa;,,,,0.7,
Bernie Sanders,,Candidate,male,1,2,41,"Well, I think the responses that the polls - last poll I saw had us 10 points ahead of Donald Trump because the American people understand that Trump is a phony, that Trump is a pathological liar and a racist, and that he lied to the American people during his campaign.",Trump,Trump;,,American;American;,,,0.0,
Bernie Sanders,,Candidate,male,1,2,41,"Well, I think the responses that the polls - last poll I saw had us 10 points ahead of Donald Trump because the American people understand that Trump is a phony, that Trump is a pathological liar and a racist, and that he lied to the American people during his campaign.",Donald Trump,Trump;,,American;American;,,,0.0,
Bernie Sanders,,Candidate,male,1,2,42,"Well, President Trump, you're not standing up for working families when you try to throw 32 million people off their health care that they have and that 83 percent of your tax benefits go to the top 1 percent.",Trump,,,,,,0.5,
Bernie Sanders,,Candidate,male,1,2,42,That's how we beat Trump: We expose him for the fraud that he is.,Trump,,,,,,0.0,
Bernie Sanders,,Candidate,male,1,2,120,"As part of Joe's generation, let me respond.",Joe,,,,,,0.0,Joe Biden
Bernie Sanders,,Candidate,male,1,2,171,"Lester, I find it hard to believe that every other major country on Earth, including my neighbor 50 miles north of me, Canada, somehow has figured out a way to provide health care to every man, woman, and child, and in most cases, they're spending 50 percent per capita what we are spending.",Lester,,Canada;,,,Earth;,0.03645833333333333,
Bernie Sanders,,Candidate,male,1,2,209,"Just very briefly, you know, Mike, Medicare is the most popular . ..",Mike,Medicare;,,,,,0.3666666666666667,Mike Bloomberg
Bernie Sanders,,Candidate,male,1,2,336,I want to suggest that I agree with a lot of what Kamala just said.,Kamala,,,,,,0.0,Kamala Harris
Bernie Sanders,,Candidate,male,1,2,338,"Number two, number two, picking up on the point that Joe made, we've got to look at the root causes.",Joe,,,,,,0.0,Joe Biden
Bernie Sanders,,Candidate,male,1,2,524,Wade.,Wade,,,,,,0.0,
Bernie Sanders,,Candidate,male,1,2,631,"Chuck, the premise that there's only one or two issues out there . ..",Chuck,,,,,,0.0,
Bernie Sanders,,Candidate,male,1,2,672,"In 1988, Rachel, when it wasn't popular, I ran on a platform of banning assault weapons and in fact lost that race for Congress.",Rachel,Congress;,,,,,0.6,
Bernie Sanders,,Candidate,male,1,2,759,"One of the differences - one of the differences that Joe and I have in our record is Joe voted for that war, I helped lead the opposition to that war, which was a total disaster.",Joe,,,,,,0.0,Joe Biden
Bernie Sanders,,Candidate,male,1,2,759,"One of the differences - one of the differences that Joe and I have in our record is Joe voted for that war, I helped lead the opposition to that war, which was a total disaster.",Joe,,,,,,0.0,Joe Biden
Bernie Sanders,,Candidate,male,2,1,50,"We have got to take on Trump's racism, his sexism, xenophobia and come together in an unprecedented grassroots movement, to not only defeat Trump but to transform our economy and our government.",Trump,Trump;,,,,,0.3,
Bernie Sanders,,Candidate,male,2,1,58,"Five minutes away from me and John is a country, it's called Canada.",John,,Canada;,,,,0.0,John Delaney
Bernie Sanders,,Candidate,male,2,1,151,Jake.,Jake,,,,,,0.0,
Bernie Sanders,,Candidate,male,2,1,158,"And, Jake, your question is a Republican talking point.",Jake,,,Republican;,,,0.0,
Bernie Sanders,,Candidate,male,2,1,306,"But the main point I want to make is that what Trump is doing through his racism and his xenophobia, is demonizing a group of people.",Trump,,,,,,0.16666666666666666,
Bernie Sanders,,Candidate,male,2,1,309,"And I think the main thing that we've got to do -- among many others, and Beto made this point -- we've got to ask ourselves, ""Why are people walking 2,000 miles to a strange country where they don't know the language?""",Beto,,,,,,0.20555555555555552,Beto O'Rourke
Bernie Sanders,,Candidate,male,2,1,398,"I think we have got to do -- I think what I meant is what President Obama said, in that nobody up here is going to tell you that we have a magical solution to the crisis.",Obama,,,,,,0.5,
Bernie Sanders,,Candidate,male,2,1,433,"Well the truth is that every credible poll that I have seen has me beating Donald Trump -- including the battleground states of Michigan, where I won the Democratic primary -- Wisconsin where I won the Democratic primary, and Pennsylvania.",Donald Trump,,Pennsylvania;Wisconsin;Michigan;,Democratic;Democratic;,,,0.4000000000000001,
Bernie Sanders,,Candidate,male,2,1,442,John --,John,,,,,,0.0,John Delaney
Bernie Sanders,,Candidate,male,2,1,444,"John, I was a mayor and I helped transform my city -- I have some practical experience.",John,,,,,,0.0,John Delaney
Bernie Sanders,,Candidate,male,2,1,444,"Second of all, interestingly enough today is the anniversary of Medicare -- 54 years ago under Linda Johnson of the Democratic Congress they started a new program after one year 19 million elderly people in it.",Linda Johnson,the Democratic Congress;Medicare;,,,,,0.04545454545454545,
Bernie Sanders,,Candidate,male,2,1,497,"To win this election, and to defeat Donald Trump -- which, by the way, in my view, is not going to be easy -- we need to have a campaign of energy and excitement and of vision.",Donald Trump,,,,,,0.6166666666666667,
Bernie Sanders,,Candidate,male,2,1,575,"We have got to be super aggressive if we love our children and if we want to leave them a planet that is healthy and is habitable, so I don't disagree with Tim.",Tim,,,,,,0.4444444444444444,Tim Ryan
Bernie Sanders,,Candidate,male,2,1,588,"Look, Steve, there ain't nobody in the Congress who's more strongly pro-worker than I am.",Steve,Congress;,,,,,0.4666666666666667,Steve Bullock
Bernie Sanders,,Candidate,male,2,1,679,"Well, I respond to that by saying that I am supportive of Jim Clyburn's legislation, which is called 10-20-30.",Jim Clyburn's,,,,,,0.5,
Bernie Sanders,,Candidate,male,2,1,736,"Now, Elizabeth is absolutely right.",Elizabeth,,,,,,0.2857142857142857,Elizabeth Warren
Bernie Sanders,,Candidate,male,2,1,913,"Well, Pete is right.",Pete,,,,,,0.2857142857142857,Pete Buttigieg
Bernie Sanders,,Candidate,male,3,1,85,"Well, Joe said that Medicare-for-all would cost over $30 trillion.",Joe,Medicare;,,,,,0.0,Joe Biden
Bernie Sanders,,Candidate,male,3,1,86,"That's right, Joe.",Joe,,,,,,0.2857142857142857,Joe Biden
Bernie Sanders,,Candidate,male,3,1,110,"Let us be clear, Joe, in the United States of America, we are spending twice as much per capita on health care as the Canadians or any other major country on earth.",Joe,,the United States of America;,Canadians;,,earth;,0.05937500000000001,Joe Biden
Bernie Sanders,,Candidate,male,3,1,134,"George, you talked about, was it 150 million people on private insurance?",George,,,,,,0.0,
Bernie Sanders,,Candidate,male,3,1,155,"Okay, one minute, George?",George,,,,,,0.5,
Bernie Sanders,,Candidate,male,3,1,399,"But I want to get back to a point that Elizabeth made and that, in fact, in terms of gun issues, picking up on Cory and Beto and everybody else, what we are looking at is a corrupt political system, and that means whether it is the drug companies or the insurance companies or the fossil fuel industry determining what's happening in Washington or, in this case, you've got an NRA which has intimidated the president of the United States and the Republican leadership.",Beto,NRA;,the United States;Washington;,Republican;,,,-0.16666666666666666,Beto O'Rourke
Bernie Sanders,,Candidate,male,3,1,399,"But I want to get back to a point that Elizabeth made and that, in fact, in terms of gun issues, picking up on Cory and Beto and everybody else, what we are looking at is a corrupt political system, and that means whether it is the drug companies or the insurance companies or the fossil fuel industry determining what's happening in Washington or, in this case, you've got an NRA which has intimidated the president of the United States and the Republican leadership.",Cory,NRA;,the United States;Washington;,Republican;,,,-0.16666666666666666,Cory Booker
Bernie Sanders,,Candidate,male,3,1,399,"But I want to get back to a point that Elizabeth made and that, in fact, in terms of gun issues, picking up on Cory and Beto and everybody else, what we are looking at is a corrupt political system, and that means whether it is the drug companies or the insurance companies or the fossil fuel industry determining what's happening in Washington or, in this case, you've got an NRA which has intimidated the president of the United States and the Republican leadership.",Elizabeth,NRA;,the United States;Washington;,Republican;,,,-0.16666666666666666,Elizabeth Warren
Bernie Sanders,,Candidate,male,3,1,533,"I got to say to my good friend, Joe Biden, Joe and I strongly disagree on trade.",Joe,,,,,,0.5666666666666667,Joe Biden
Bernie Sanders,,Candidate,male,3,1,533,"I got to say to my good friend, Joe Biden, Joe and I strongly disagree on trade.",Joe Biden,,,,,,0.5666666666666667,Joe Biden
Bernie Sanders,,Candidate,male,3,1,536,"What we have got to do is develop a trade policy that represents workers, represents the farmers in the Midwest and elsewhere, who are losing billions right now because of Trump's policy, a trade policy which understands that if a company shuts down in America and goes abroad, and then thinks they're going to get online to get a lucrative federal contract, under Bernie Sanders, they got another guess coming.",Bernie Sanders,Trump;,America;,,,Midwest;,0.06507936507936506,Bernie Sanders
Bernie Sanders,,Candidate,male,3,1,591,"David, let me answer that, but let me just comment on something that the vice president said.",David,,,,,,0.0,
Bernie Sanders,,Candidate,male,3,1,592,"The truth is, the big mistake, the huge mistake, and one of the big differences between you and me, I never believed what Cheney and Bush said about Iraq...",Bush,,Iraq;,,,,0.13333333333333336,
Bernie Sanders,,Candidate,male,3,1,592,"The truth is, the big mistake, the huge mistake, and one of the big differences between you and me, I never believed what Cheney and Bush said about Iraq...",Cheney,,Iraq;,,,,0.13333333333333336,
Bernie Sanders,,Candidate,male,3,1,598,"As the former chairman of the Senate Committee on Veterans Affairs, I want to pick up on what Pete said.",Pete,the Senate Committee on Veterans Affairs;,,,,,0.0,Pete Buttigieg
Bernie Sanders,,Candidate,male,3,1,620,Anybody who does what Maduro does is a vicious tyrant.,Maduro,,,,,,-1.0,
Bernie Sanders,,Candidate,male,3,1,627,"I happen to believe also that what, to me, democratic socialism means, is we deal with an issue we do not discuss enough, Jorge - it's not in the media and not in Congress.",Jorge - it,Congress;,,,,,0.0,
Bernie Sanders,,Candidate,male,3,1,811,"Professional resilience means to me, George, running for U.S.",George,,U.S.;,,,,0.1,
Bernie Sanders,,Candidate,male,4,1,14,"So I look forward, by the way, not only to a speedy and expeditious impeachment process, but Mitch McConnell has got to do the right thing and allow a free and fair trial in the Senate.",Mitch McConnell,Senate;,,,,,0.3464285714285714,
Bernie Sanders,,Candidate,male,4,1,77,"But I think what would be a disaster, if the American people believe that all we were doing is taking on Trump and we're forgetting that 87 million Americans are uninsured or underinsured.",Trump,,,Americans;American;,,,0.0,
Bernie Sanders,,Candidate,male,4,1,392,"The crisis here, as I think Joe said and Pete said, is when you begin to betray people, in terms of the Kurds, 11,000 of them died fighting ISIS, 20,000 were wounded.",Pete,ISIS;,,Kurds;,,,0.0,Pete Buttigieg
Bernie Sanders,,Candidate,male,4,1,392,"The crisis here, as I think Joe said and Pete said, is when you begin to betray people, in terms of the Kurds, 11,000 of them died fighting ISIS, 20,000 were wounded.",Joe,ISIS;,,Kurds;,,,0.0,Joe Biden
Bernie Sanders,,Candidate,male,4,1,392,"And then suddenly, one day after a phone call with Erdogan, announced by tweet, Trump reverses that policy.",Trump,,,,,,0.0,
Bernie Sanders,,Candidate,male,4,1,392,"And then suddenly, one day after a phone call with Erdogan, announced by tweet, Trump reverses that policy.",Erdogan,,,,,,0.0,
Bernie Sanders,,Candidate,male,4,1,434,You're suggesting I'm Vladimir Putin here.,Vladimir Putin,,,,,,0.0,
Bernie Sanders,,Candidate,male,4,1,596,"I'm more than happy to answer your question, but I wanted to pick up on what Kamala and Cory and others have said.",Cory,,,,,,0.65,Cory Booker
Bernie Sanders,,Candidate,male,4,1,596,"I'm more than happy to answer your question, but I wanted to pick up on what Kamala and Cory and others have said.",Kamala,,,,,,0.65,Kamala Harris
Bernie Sanders,,Candidate,male,4,1,772,"Joe, you talked about working with Republicans and getting things done.",Joe,,,Republicans;,,,0.0,Joe Biden
Bernie Sanders,,Candidate,male,4,1,922,And I worked with John McCain.,John McCain,,,,,,0.0,John Hickenlooper
Bernie Sanders,,Candidate,male,4,1,922,I certainly did not get in that legislation working with McCain all that I wanted.,McCain,,,,,,0.21428571428571427,
Bernie Sanders,,Candidate,male,4,1,923,"More recently, I worked with a very conservative Republican from Utah, Mike Lee.",Mike Lee,,Utah;,Republican;,,,0.2333333333333333,Mike Bloomberg
