word,lang,poet,century
رنج,fa,Rumi,7
نقش,ar,Rumi,7
رحمان,ar,Rumi,7
زحل,ar,Rumi,7
می‌بندد,fa,Rumi,7
آنی,fa,Rumi,7
طبل,ar,Rumi,7
رویت,fa,Rumi,7
دل,fa,Rumi,7
خلایق,ar,Rumi,7
امیر,fa,Rumi,7
بدرد,fa,Rumi,7
نتوان,fa,Rumi,7
هدی,fa,Rumi,7
آمیخته,fa,Rumi,7
دام,fa,Rumi,7
خلقان,ar,Rumi,7
ره,fa,Rumi,7
وز,fa,Rumi,7
مسکین,fa,Rumi,7
بانگ,fa,Rumi,7
کافر,fa,Rumi,7
هم‌چو,fa,Rumi,7
آتش,fa,Rumi,7
همدگر,fa,Rumi,7
عارفان,ar,Rumi,7
عاشقان,ar,Rumi,7
بخورد,fa,Rumi,7
دست,fa,Rumi,7
پیرش,fa,Rumi,7
افکند,fa,Rumi,7
بگفت,fa,Rumi,7
مقامرزاده‌ای,ar,Rumi,7
گویندگی,fa,Rumi,7
حیات,ar,Rumi,7
عدو,ar,Rumi,7
گداییی,fa,Rumi,7
دراز,fa,Rumi,7
پادشاهی,fa,Rumi,7
دگر,fa,Rumi,7
جهان,fa,Rumi,7
هجو,fa,Rumi,7
شمن,fa,Rumi,7
قمر,ar,Rumi,7
ظلمات,ar,Rumi,7
برآمد,fa,Rumi,7
بوسد,fa,Rumi,7
گهی,fa,Rumi,7
دل,fa,Rumi,7
وز,fa,Rumi,7
گندیده,fa,Rumi,7
هستان,fa,Rumi,7
ره,fa,Rumi,7
حسد,ar,Rumi,7
سینه,fa,Rumi,7
زنبورها,fa,Rumi,7
گشت,fa,Rumi,7
صفت,ar,Rumi,7
جان,fa,Rumi,7
خدا,fa,Rumi,7
قیصر,ar,Rumi,7
بنمایم,fa,Rumi,7
آنک,fa,Rumi,7
شیر,fa,Rumi,7
می‌دید,fa,Rumi,7
گر,fa,Rumi,7
تشنه‌ای,fa,Rumi,7
دست,fa,Rumi,7
صید,ar,Rumi,7
نیاید,fa,Rumi,7
خدا,fa,Rumi,7
بازآراست,fa,Rumi,7
شمشیرخو,fa,Rumi,7
دل,fa,Rumi,7
غلط,ar,Rumi,7
جان,fa,Rumi,7
غافل,ar,Rumi,7
برین,fa,Rumi,7
آب,fa,Rumi,7
اجل,ar,Rumi,7
دل,fa,Rumi,7
چاره‌خواه,fa,Rumi,7
گوهر,fa,Rumi,7
المدر,ar,Rumi,7
چاره,fa,Rumi,7
دل,fa,Rumi,7
شه,fa,Rumi,7
نهایات,fa,Rumi,7
جفاکش,fa,Rumi,7
حلوا,ar,Rumi,7
کان,fa,Rumi,7
دوا,fa,Rumi,7
اندیشی,fa,Rumi,7
فاستقم,ar,Rumi,7
رسد,fa,Rumi,7
دامنت,fa,Rumi,7
باغ,ar,Rumi,7
کیست,fa,Rumi,7
دل,fa,Rumi,7
مه,fa,Rumi,7
محک,ar,Rumi,7
جان,fa,Rumi,7
آدمی,fa,Rumi,7
کاتبش,fa,Rumi,7
ابروی,fa,Rumi,7
اندرتابیم,fa,Rumi,7
کهن,fa,Rumi,7
خدا,fa,Rumi,7
پوستین,fa,Rumi,7
دلگیر,fa,Rumi,7
عشقش,ar,Rumi,7
نفسم,ar,Rumi,7
قد,ar,Rumi,7
سیمبر,fa,Rumi,7
بپر,fa,Rumi,7
جان,fa,Rumi,7
ماه,fa,Rumi,7
هشیارم,fa,Rumi,7
برقرارم,ar,Rumi,7
دام,fa,Rumi,7
عشقی,ar,Rumi,7
کف,fa,Rumi,7
دولاب,ar,Rumi,7
تصاویر,ar,Rumi,7
جان,fa,Rumi,7
لفظی,ar,Rumi,7
عوانان,ar,Rumi,7
شمس,fa,Rumi,7
خداوندان,fa,Rumi,7
گفته‌ام,fa,Rumi,7
سفر,fa,Rumi,7
جهانست,fa,Rumi,7
زبانی,fa,Rumi,7
دوستان,fa,Rumi,7
بالنوی,ar,Rumi,7
نشود,fa,Rumi,7
پراکنده,fa,Rumi,7
شه,fa,Rumi,7
گوشم,fa,Rumi,7
اعمال‌ها,ar,Rumi,7
منتهاات,ar,Rumi,7
مکن,fa,Rumi,7
مشعله,ar,Rumi,7
مجهول,ar,Rumi,7
نی,fa,Rumi,7
شب,fa,Rumi,7
پای,fa,Rumi,7
برخیزم,fa,Rumi,7
دست,fa,Rumi,7
خو,fa,Rumi,7
قلب,ar,Rumi,7
قد,ar,Rumi,7
کرم,fa,Rumi,7
حقایق,ar,Rumi,7
علیم,ar,Rumi,7
عشق,ar,Rumi,7
خروش,fa,Rumi,7
دگر,fa,Rumi,7
جان,fa,Rumi,7
صیام,ar,Rumi,7
بوی,fa,Rumi,7
بربود,fa,Rumi,7
نمط,ar,Rumi,7
گشاد,fa,Rumi,7
وفا,ar,Rumi,7
نبیند,fa,Rumi,7
وز,fa,Rumi,7
پیاپی,fa,Rumi,7
ناکنده,fa,Rumi,7
دعوت,ar,Rumi,7
شهد,fa,Rumi,7
زلف,ar,Rumi,7
هردم,fa,Rumi,7
بعشقه,ar,Rumi,7
نگردی,fa,Rumi,7
می‌سازند,fa,Rumi,7
سقای,ar,Rumi,7
فتنه,ar,Rumi,7
کاشتند,fa,Rumi,7
نی,fa,Rumi,7
گر,fa,Rumi,7
هین,ar,Rumi,7
گشتی,fa,Rumi,7
زانک,fa,Rumi,7
پیل,fa,Rumi,7
ریزه‌ها,fa,Rumi,7
چشید,fa,Rumi,7
یار,fa,Rumi,7
فزودی؟!,ar,Rumi,7
نکرد,fa,Rumi,7
بیند,fa,Rumi,7
خدا,fa,Rumi,7
خاکی,fa,Rumi,7
شهدکلام,fa,Rumi,7
عین,ar,Rumi,7
بازرگان,fa,Rumi,7
شب,fa,Rumi,7
ناله,ar,Rumi,7
نرفتست,fa,Rumi,7
بشکنم,fa,Rumi,7
تنه,fa,Rumi,7
اکرموا,fa,Rumi,7
اقرار,ar,Rumi,7
قاضی,ar,Rumi,7
جمله,ar,Rumi,7
گلشنتری,fa,Rumi,7
بی‌پا,fa,Rumi,7
سهلتر,fa,Rumi,7
نسلم,ar,Rumi,7
جفتمی,fa,Rumi,7
شرق,ar,Rumi,7
ور,fa,Rumi,7
عروس,ar,Rumi,7
صلا,ar,Rumi,7
نار,fa,Rumi,7
سرافراشته,fa,Rumi,7
عاشقی,ar,Rumi,7
روان,fa,Rumi,7
کرم,fa,Rumi,7
اصولست,ar,Rumi,7
دوش,fa,Rumi,7
دان,fa,Rumi,7
ناشده,fa,Rumi,7
تیره,fa,Rumi,7
جملگان,fa,Rumi,7
فیه,ar,Rumi,7
بو,fa,Rumi,7
عشق,ar,Rumi,7
نی,fa,Rumi,7
کار,fa,Rumi,7
کیمیایی,fa,Rumi,7
خدا,fa,Rumi,7
شمس,fa,Rumi,7
درآ,fa,Rumi,7
لطف,ar,Rumi,7
جان,fa,Rumi,7
کرامت,fa,Rumi,7
مر,fa,Rumi,7
شوخی,fa,Rumi,7
کان,fa,Rumi,7
منظرم,ar,Rumi,7
زاده‌ایم,fa,Rumi,7
رخ,fa,Rumi,7
رها,fa,Rumi,7
قصاص,ar,Rumi,7
ناطقه,ar,Rumi,7
زند,fa,Rumi,7
مکان,fa,Rumi,7
دلی,fa,Rumi,7
بسته,fa,Rumi,7
شیرینی,fa,Rumi,7
مدخلی,ar,Rumi,7
رشید,fa,Rumi,7
الفرج,ar,Rumi,7
شهر,fa,Rumi,7
سجود,fa,Rumi,7
گاوم,fa,Rumi,7
سخاوت,fa,Rumi,7
اسب,fa,Rumi,7
عشق,ar,Rumi,7
محشرش,ar,Rumi,7
می‌دادند,fa,Rumi,7
بهر,fa,Rumi,7
بدندان,fa,Rumi,7
رمیده‌ای,fa,Rumi,7
زین,fa,Rumi,7
کشت,fa,Rumi,7
رسد,fa,Rumi,7
بالهم,ar,Rumi,7
می‌دمد,fa,Rumi,7
جان,fa,Rumi,7
روحیان,ar,Rumi,7
گله,fa,Rumi,7
مردان,fa,Rumi,7
شب,fa,Rumi,7
چیدن,fa,Rumi,7
خرمن,fa,Rumi,7
محتجباء,ar,Rumi,7
احسان,ar,Rumi,7
ندیم,fa,Rumi,7
غبی,ar,Rumi,7
عطارد,ar,Rumi,7
نقدی,ar,Rumi,7
مشکل‌های,fa,Rumi,7
عروسی،,ar,Rumi,7
بهار,fa,Rumi,7
السالک,ar,Rumi,7
کف,fa,Rumi,7
مکن,fa,Rumi,7
خرد,fa,Rumi,7
ملک,fa,Rumi,7
بکا,fa,Rumi,7
برده‌ای,fa,Rumi,7
جاء,fa,Rumi,7
نوازش,fa,Rumi,7
کز,fa,Rumi,7
رخ,fa,Rumi,7
پر,fa,Rumi,7
نظاره,ar,Rumi,7
آنچ,fa,Rumi,7
قرابه,ar,Rumi,7
شاه,fa,Rumi,7
عن,ar,Rumi,7
مردمان,fa,Rumi,7
بیمار,fa,Rumi,7
ار,fa,Rumi,7
حرفهای,ar,Rumi,7
کان,fa,Rumi,7
گنه,fa,Rumi,7
خدا,fa,Rumi,7
بهترم,fa,Rumi,7
کفش,fa,Rumi,7
باشتر,fa,Rumi,7
بکشتش,fa,Rumi,7
نفس,ar,Rumi,7
زاری,fa,Rumi,7
جویم,fa,Rumi,7
برجه,fa,Rumi,7
شاه,fa,Rumi,7
دور,fa,Rumi,7
مست,ar,Rumi,7
کز,fa,Rumi,7
سرمست,fa,Rumi,7
عطارد,ar,Rumi,7
بده,fa,Rumi,7
رها,fa,Rumi,7
فنون,ar,Rumi,7
اندر,fa,Rumi,7
حفنه‌ای,ar,Rumi,7
صبر,ar,Rumi,7
لوبیا,ar,Rumi,7
نبینم,ar,Rumi,7
صفت,ar,Rumi,7
خیالی,fa,Rumi,7
بدیدم,ar,Rumi,7
الکلال,fa,Rumi,7
ظل,ar,Rumi,7
هم‌چو,fa,Rumi,7
جمله,ar,Rumi,7
زال,fa,Rumi,7
جد,fa,Rumi,7
بجو,ar,Rumi,7
نورفشانی,fa,Rumi,7
یوسف,ar,Rumi,7
زنید,fa,Rumi,7
حیله,ar,Rumi,7
دیدم,fa,Rumi,7
هیزمش,fa,Rumi,7
واقف,ar,Rumi,7
قصیده,ar,Rumi,7
بقای,ar,Rumi,7
سبحانا,ar,Rumi,7
بستی,fa,Rumi,7
نگه,fa,Rumi,7
می‌شد,fa,Rumi,7
بگفتی,fa,Rumi,7
نوش,fa,Rumi,7
زخمی,fa,Rumi,7
خازن,fa,Rumi,7
عمر,ar,Rumi,7
اندر,fa,Rumi,7
شیر,fa,Rumi,7
گوشه,fa,Rumi,7
ببستی,fa,Rumi,7
خاربن,fa,Rumi,7
درفکند,fa,Rumi,7
ور,fa,Rumi,7
کشد,fa,Rumi,7
نجس,fa,Rumi,7
اجیبوا,ar,Rumi,7
وز,fa,Rumi,7
گردش,fa,Rumi,7
رحمت,ar,Rumi,7
جمله,ar,Rumi,7
حلوایی,ar,Rumi,7
خوبی,fa,Rumi,7
بی‌گاهم,fa,Rumi,7
ماهت,fa,Rumi,7
سلیمان,fa,Rumi,7
خراب,fa,Rumi,7
عرب,ar,Rumi,7
مژگان,fa,Rumi,7
افتادی,fa,Rumi,7
مسها,fa,Rumi,7
زر,fa,Rumi,7
سرش,fa,Rumi,7
زرد,fa,Rumi,7
جان,fa,Rumi,7
خرمنی,ar,Rumi,7
نیم,fa,Rumi,7
پرده,fa,Rumi,7
حور,ar,Rumi,7
جنگ,fa,Rumi,7
یاری‌گری,fa,Rumi,7
آبی,fa,Rumi,7
خصم,ar,Rumi,7
فروماندم,ar,Rumi,7
ناطق,ar,Rumi,7
رب,fa,Rumi,7
فریاد,fa,Rumi,7
حد,ar,Rumi,7
جاء,fa,Rumi,7
بی‌خودان,fa,Rumi,7
لحظه,ar,Rumi,7
مهتران,fa,Rumi,7
سخی,fa,Rumi,7
شکر,fa,Rumi,7
روان,fa,Rumi,7
می‌کند,fa,Rumi,7
مکن,fa,Rumi,7
دل,fa,Rumi,7
گداز,fa,Rumi,7
زلف,ar,Rumi,7
غربی,ar,Rumi,7
زان,fa,Rumi,7
هوسی‌ست,fa,Rumi,7
درهم,fa,Rumi,7
نگاریم,fa,Rumi,7
موصی,ar,Rumi,7
بسوزد,fa,Rumi,7
سبو,fa,Rumi,7
سیه,fa,Rumi,7
سجده‌گاهم,fa,Rumi,7
خنده,fa,Rumi,7
نخارم,fa,Rumi,7
رسد,fa,Rumi,7
درده,fa,Rumi,7
بدم,ar,Rumi,7
مدهید,fa,Rumi,7
بی‌لنگر,fa,Rumi,7
جویایید,fa,Rumi,7
فروبری,ar,Rumi,7
می‌گریزد,fa,Rumi,7
غذاش,ar,Rumi,7
شیدا,fa,Rumi,7
یزدان,fa,Rumi,7
نماند,fa,Rumi,7
کرب,fa,Rumi,7
اندیشه,fa,Rumi,7
فرمان,fa,Rumi,7
شب,fa,Rumi,7
رسیده‌ای,fa,Rumi,7
سود,fa,Rumi,7
جان,fa,Rumi,7
مپرسم,fa,Rumi,7
جمله,ar,Rumi,7
عشق,ar,Rumi,7
جهان,fa,Rumi,7
فلک,fa,Rumi,7
زان,fa,Rumi,7
کشد,fa,Rumi,7
زهره,fa,Rumi,7
زنار,fa,Rumi,7
پنهان,fa,Rumi,7
ترش,fa,Rumi,7
هرچم,fa,Rumi,7
دل,fa,Rumi,7
جسم,fa,Rumi,7
میا,fa,Rumi,7
دعای,ar,Rumi,7
دستم,fa,Rumi,7
همچو,fa,Rumi,7
مستمع,ar,Rumi,7
صحراست,ar,Rumi,7
درده,fa,Rumi,7
کشتیم,fa,Rumi,7
دل,fa,Rumi,7
دکان,fa,Rumi,7
بصر,ar,Rumi,7
حاجت,ar,Rumi,7
پر,fa,Rumi,7
جوهر,fa,Rumi,7
آخربین,ar,Rumi,7
امانم,fa,Rumi,7
خورشید,fa,Rumi,7
چمن,fa,Rumi,7
صعدا,ar,Rumi,7
برده,fa,Rumi,7
زهر,fa,Rumi,7
تن,ar,Rumi,7
نور,fa,Rumi,7
نای,fa,Rumi,7
وام,ar,Rumi,7
فتاده,fa,Rumi,7
امراض,ar,Rumi,7
صاحب,ar,Rumi,7
برسم,fa,Rumi,7
ساقی,ar,Rumi,7
زر,fa,Rumi,7
سقر,ar,Rumi,7
عشرت,ar,Rumi,7
آب,fa,Rumi,7
نشوی,fa,Rumi,7
نرفتند,fa,Rumi,7
چشم,fa,Rumi,7
دست,fa,Rumi,7
نیندیشم,fa,Rumi,7
بی‌دلان,fa,Rumi,7
باغ,ar,Rumi,7
بت,ar,Rumi,7
جویای,fa,Rumi,7
گرم‌رو,fa,Rumi,7
فلک,fa,Rumi,7
رکوع,ar,Rumi,7
نزار,fa,Rumi,7
یار,fa,Rumi,7
گر,fa,Rumi,7
پالدم,fa,Rumi,7
زان,fa,Rumi,7
دید,fa,Rumi,7
بهر,fa,Rumi,7
بنماید,fa,Rumi,7
نظر,ar,Rumi,7
معاف,ar,Rumi,7
شمع‌ها,ar,Rumi,7
فتد,ar,Rumi,7
پای,fa,Rumi,7
مثال,ar,Rumi,7
بادا,fa,Rumi,7
لا,ar,Rumi,7
بهر,fa,Rumi,7
برآرایی,fa,Rumi,7
بی‌تو,fa,Rumi,7
توست,fa,Rumi,7
جو,fa,Rumi,7
جوحی,ar,Rumi,7
دل,fa,Rumi,7
عین,ar,Rumi,7
دهلیز,fa,Rumi,7
دل,fa,Rumi,7
بردار,fa,Rumi,7
آگه,fa,Rumi,7
گر,fa,Rumi,7
اندر,fa,Rumi,7
نگر,fa,Rumi,7
چشیدم,fa,Rumi,7
خواب,fa,Rumi,7
منور,ar,Rumi,7
عاشقانه,ar,Rumi,7
برد,fa,Rumi,7
خوردیم,fa,Rumi,7
گر,fa,Rumi,7
سقام,ar,Rumi,7
مکن,fa,Rumi,7
دست,fa,Rumi,7
ذره,fa,Rumi,7
دلی,fa,Rumi,7
خون,fa,Rumi,7
خدایی,fa,Rumi,7
عاشق,ar,Rumi,7
ناپیدا,fa,Rumi,7
مار,fa,Rumi,7
نپاید,fa,Rumi,7
اسیر,fa,Rumi,7
جان,fa,Rumi,7
اکراه,fa,Rumi,7
دراشکستم,fa,Rumi,7
چراغ,fa,Rumi,7
غیرتت,ar,Rumi,7
بربند,fa,Rumi,7
روزگار,fa,Rumi,7
روزی,fa,Rumi,7
خیره‌سر,fa,Rumi,7
خورد,fa,Rumi,7
عقل,ar,Rumi,7
سخن,fa,Rumi,7
خانه,fa,Rumi,7
گشاد,fa,Rumi,7
عقل,ar,Rumi,7
کینه,fa,Rumi,7
کز,fa,Rumi,7
خرابی,fa,Rumi,7
زده,fa,Rumi,7
حالی,ar,Rumi,7
بهر,fa,Rumi,7
عارفا,ar,Rumi,7
اویت,fa,Rumi,7
صلصل,ar,Rumi,7
عشق,ar,Rumi,7
دل,fa,Rumi,7
جان,fa,Rumi,7
زکات,fa,Rumi,7
قنطار,ar,Rumi,7
نور,fa,Rumi,7
پری,fa,Rumi,7
دشمنان,fa,Rumi,7
دل,fa,Rumi,7
اشک,fa,Rumi,7
پر,fa,Rumi,7
تفخیم,ar,Rumi,7
بجنبان,ar,Rumi,7
نگفتم,fa,Rumi,7
عشق,ar,Rumi,7
سود,fa,Rumi,7
مبدا,ar,Rumi,7
محراب,ar,Rumi,7
خدایی,fa,Rumi,7
قبله,ar,Rumi,7
دماغ,fa,Rumi,7
شکوفه,fa,Rumi,7
آمده‌ست,fa,Rumi,7
بی‌گنه,fa,Rumi,7
هم‌چو,fa,Rumi,7
پرگل,fa,Rumi,7
رنج,fa,Rumi,7
توبه,fa,Rumi,7
ابد,ar,Rumi,7
شدست,fa,Rumi,7
می‌نهد,fa,Rumi,7
قد,ar,Rumi,7
تن,ar,Rumi,7
خلق,ar,Rumi,7
یاد,fa,Rumi,7
گل,fa,Rumi,7
وفا,ar,Rumi,7
تبریز,fa,Rumi,7
آفتاب,fa,Rumi,7
مدد,ar,Rumi,7
نرد,fa,Rumi,7
گندم,fa,Rumi,7
جگر,fa,Rumi,7
جانوران,fa,Rumi,7
سجده,fa,Rumi,7
فسانه,fa,Rumi,7
داند,fa,Rumi,7
بحر,ar,Rumi,7
خضابی,ar,Rumi,7
گریان,fa,Rumi,7
پاکان,fa,Rumi,7
عکس,ar,Rumi,7
لطف,ar,Rumi,7
سرایی,fa,Rumi,7
چشم,fa,Rumi,7
فرهنگ,fa,Rumi,7
لا,ar,Rumi,7
آبی,fa,Rumi,7
کار,fa,Rumi,7
تبریز,fa,Rumi,7
گاوی,fa,Rumi,7
زندان,fa,Rumi,7
خدا,fa,Rumi,7
نای,fa,Rumi,7
گشته,fa,Rumi,7
دل,fa,Rumi,7
گمان,fa,Rumi,7
خار,fa,Rumi,7
شیری,fa,Rumi,7
ادر,fa,Rumi,7
واعظی,ar,Rumi,7
تلخی,ar,Rumi,7
خفته,fa,Rumi,7
بکرد,fa,Rumi,7
مأمورم,ar,Rumi,7
دگر,fa,Rumi,7
دور,fa,Rumi,7
دنیا,fa,Rumi,7
آمدست,fa,Rumi,7
زر,fa,Rumi,7
غلام,ar,Rumi,7
شجر,fa,Rumi,7
دل,fa,Rumi,7
مشو,fa,Rumi,7
جان,fa,Rumi,7
مصطفی,ar,Rumi,7
محتاجی,ar,Rumi,7
شیر,fa,Rumi,7
دل,fa,Rumi,7
گدارو,fa,Rumi,7
خلعت,ar,Rumi,7
می‌کردی,fa,Rumi,7
یار,fa,Rumi,7
ویرانه,fa,Rumi,7
شیری,fa,Rumi,7
شرف,fa,Rumi,7
مدد,ar,Rumi,7
جمله,ar,Rumi,7
قاف,ar,Rumi,7
شاخ,fa,Rumi,7
چشم,fa,Rumi,7
زان,fa,Rumi,7
نبدی,fa,Rumi,7
کان,fa,Rumi,7
شفایی,fa,Rumi,7
زمین,fa,Rumi,7
خفته‌ای,fa,Rumi,7
حسرت,ar,Rumi,7
همچو,fa,Rumi,7
مؤمنین,ar,Rumi,7
شکر,fa,Rumi,7
جان,fa,Rumi,7
خندان,fa,Rumi,7
گر,fa,Rumi,7
درد,fa,Rumi,7
دگر,fa,Rumi,7
بکری,fa,Rumi,7
بحر,ar,Rumi,7
طبیب,ar,Rumi,7
طرفه,ar,Rumi,7
مست,ar,Rumi,7
اندرو,fa,Rumi,7
آمدمی,fa,Rumi,7
غرقه,ar,Rumi,7
بیچاره‌ای,fa,Rumi,7
وا,ar,Rumi,7
پیشش,fa,Rumi,7
بوسه‌اش,fa,Rumi,7
منافق,ar,Rumi,7
مدینه,ar,Rumi,7
نمی‌شینم,fa,Rumi,7
شمی,fa,Rumi,7
بام,fa,Rumi,7
شبخیزتر,fa,Rumi,7
روزی,fa,Rumi,7
زبان,fa,Rumi,7
دمی,fa,Rumi,7
رمزی,fa,Rumi,7
یزدانی,fa,Rumi,7
دردانه,fa,Rumi,7
دل,fa,Rumi,7
جسم,fa,Rumi,7
صقال,ar,Rumi,7
عشق,ar,Rumi,7
خیال,fa,Rumi,7
برهد,fa,Rumi,7
ماننده,fa,Rumi,7
مکش,fa,Rumi,7
کوه,fa,Rumi,7
برون,fa,Rumi,7
گرد,fa,Rumi,7
ملتست,ar,Rumi,7
بیگانه‌ای,fa,Rumi,7
شب,fa,Rumi,7
یاد,fa,Rumi,7
برون,fa,Rumi,7
رحمان,ar,Rumi,7
زیرزیرک,fa,Rumi,7
کشنده,fa,Rumi,7
خورده‌ها,fa,Rumi,7
پهلوی,fa,Rumi,7
مهتاب,fa,Rumi,7
کلیم,fa,Rumi,7
جوانی,fa,Rumi,7
ایمن,fa,Rumi,7
گوهر,fa,Rumi,7
خریده,fa,Rumi,7
مرد,fa,Rumi,7
آغازم,fa,Rumi,7
بی‌دل,fa,Rumi,7
ترا,fa,Rumi,7
ضیا؟!,ar,Rumi,7
عشاق,ar,Rumi,7
درویشی,fa,Rumi,7
گیردت,fa,Rumi,7
زاد,fa,Rumi,7
دوریی,fa,Rumi,7
حبه,ar,Rumi,7
اسیر,fa,Rumi,7
جگر,fa,Rumi,7
جام,fa,Rumi,7
بازار,fa,Rumi,7
تبریزی,fa,Rumi,7
ماه,fa,Rumi,7
نقدی,ar,Rumi,7
تفش,fa,Rumi,7
عیاری,ar,Rumi,7
پذیرند,fa,Rumi,7
حزم,ar,Rumi,7
پرس,fa,Rumi,7
خرما,fa,Rumi,7
ماندند,fa,Rumi,7
روم,fa,Rumi,7
مادر,fa,Rumi,7
ایمان,fa,Rumi,7
هوا,ar,Rumi,7
زین,fa,Rumi,7
کای,fa,Rumi,7
تاکلون,fa,Rumi,7
بیم,fa,Rumi,7
نما,fa,Rumi,7
بوسه,fa,Rumi,7
سحرگه,ar,Rumi,7
همچو,fa,Rumi,7
فمن,ar,Rumi,7
دولاب,ar,Rumi,7
وین,fa,Rumi,7
کمم,fa,Rumi,7
نتوان,fa,Rumi,7
عشق,ar,Rumi,7
نقطه,ar,Rumi,7
دگر,fa,Rumi,7
عقیق,ar,Rumi,7
طال,ar,Rumi,7
قنق,ar,Rumi,7
سخره,fa,Rumi,7
وصال,ar,Rumi,7
دوست,fa,Rumi,7
زرین‌ها,fa,Rumi,7
آسمان,fa,Rumi,7
وز,fa,Rumi,7
حور,ar,Rumi,7
بیان,fa,Rumi,7
زرگری,fa,Rumi,7
ره,fa,Rumi,7
زر,fa,Rumi,7
گلین,fa,Rumi,7
عشق,ar,Rumi,7
دهلزن,fa,Rumi,7
پر,fa,Rumi,7
پاسبان,fa,Rumi,7
روزی,fa,Rumi,7
ماند,fa,Rumi,7
پا,fa,Rumi,7
اهل,fa,Rumi,7
میندیش,fa,Rumi,7
برآمد,fa,Rumi,7
شکستم,fa,Rumi,7
بربود,fa,Rumi,7
بگذارد,fa,Rumi,7
نمدوش,fa,Rumi,7
ایمان,fa,Rumi,7
حیز,ar,Rumi,7
مکر,fa,Rumi,7
کدامین,fa,Rumi,7
پیر,fa,Rumi,7
روزی,fa,Rumi,7
زمین,fa,Rumi,7
تراست,fa,Rumi,7
شمس,fa,Rumi,7
جان,fa,Rumi,7
آفتابی,fa,Rumi,7
عشق,ar,Rumi,7
کودکانش,fa,Rumi,7
گر,fa,Rumi,7
آبی,fa,Rumi,7
منشین,ar,Rumi,7
بانگ,fa,Rumi,7
کالا,fa,Rumi,7
رفتی,fa,Rumi,7
کیست,fa,Rumi,7
خدمت,ar,Rumi,7
آینه,fa,Rumi,7
کف,fa,Rumi,7
وز,fa,Rumi,7
دلیل,fa,Rumi,7
طبل,ar,Rumi,7
کشش,fa,Rumi,7
غم,ar,Rumi,7
زبر,fa,Rumi,7
چرخ,fa,Rumi,7
شب,fa,Rumi,7
خرم,fa,Rumi,7
ساغر,fa,Rumi,7
بی‌گفت,fa,Rumi,7
سنگها,fa,Rumi,7
کویش,fa,Rumi,7
دهن,fa,Rumi,7
سبک,fa,Rumi,7
حرفی,ar,Rumi,7
بسر,fa,Rumi,7
دریا,fa,Rumi,7
بنگر,fa,Rumi,7
میقاتش,ar,Rumi,7
غوغا,ar,Rumi,7
آسیای,fa,Rumi,7
برده‌ای,fa,Rumi,7
عشرت,ar,Rumi,7
آب‌های,fa,Rumi,7
مگوی,fa,Rumi,7
گر,fa,Rumi,7
حالم,ar,Rumi,7
تبریزیان,fa,Rumi,7
نهان,fa,Rumi,7
اذ,ar,Rumi,7
سکون,fa,Rumi,7
بگرفت,fa,Rumi,7
صیادیست,ar,Rumi,7
فردوس,fa,Rumi,7
ازین,fa,Rumi,7
جان,fa,Rumi,7
جهل,fa,Rumi,7
کشد,fa,Rumi,7
جفا,fa,Rumi,7
دیدبان,fa,Rumi,7
جمله,ar,Rumi,7
مر,fa,Rumi,7
شها,fa,Rumi,7
توست,fa,Rumi,7
عفروا,ar,Rumi,7
کار,fa,Rumi,7
آیدت,fa,Rumi,7
سنگند,fa,Rumi,7
سو,fa,Rumi,7
خوشی,fa,Rumi,7
خفاش,fa,Rumi,7
کان,fa,Rumi,7
اعتقاد,ar,Rumi,7
همی,fa,Rumi,7
خوب‌کیش,fa,Rumi,7
مرغ,ar,Rumi,7
حضور,ar,Rumi,7
دل,fa,Rumi,7
عشق,ar,Rumi,7
نامهٔ,fa,Rumi,7
ابرویت,fa,Rumi,7
عرضه,ar,Rumi,7
بپرسیدم,fa,Rumi,7
آبگون,fa,Rumi,7
منزل,ar,Rumi,7
زان,fa,Rumi,7
لاغر,ar,Rumi,7
فنا,ar,Rumi,7
گوش,fa,Rumi,7
قوس,ar,Rumi,7
ژرف,fa,Rumi,7
گوهر,fa,Rumi,7
تهدید,fa,Rumi,7
براندازد,fa,Rumi,7
چهم,fa,Rumi,7
وجودوا,fa,Rumi,7
فغرقت,ar,Rumi,7
دست,fa,Rumi,7
بهشت,fa,Rumi,7
آینه,fa,Rumi,7
بهشت,fa,Rumi,7
جمع,ar,Rumi,7
می‌زدی,fa,Rumi,7
افتند,fa,Rumi,7
گریبان,fa,Rumi,7
بدن,fa,Rumi,7
می‌شد,fa,Rumi,7
معشوق,ar,Rumi,7
منتظر,ar,Rumi,7
شکاری,fa,Rumi,7
چونک,fa,Rumi,7
خزان,fa,Rumi,7
اندرون,fa,Rumi,7
زهد,fa,Rumi,7
بلندم,ar,Rumi,7
معروف,ar,Rumi,7
بزن,fa,Rumi,7
نمود,fa,Rumi,7
دیدی,fa,Rumi,7
بیداد,fa,Rumi,7
مجو,ar,Rumi,7
گر,fa,Rumi,7
آتش,fa,Rumi,7
مطرب,ar,Rumi,7
قلاب,ar,Rumi,7
گسستن,fa,Rumi,7
پاغنده,fa,Rumi,7
خلقان,ar,Rumi,7
نعره,ar,Rumi,7
کفر,fa,Rumi,7
شناخت,fa,Rumi,7
نداد,fa,Rumi,7
بی‌تو,fa,Rumi,7
پرده‌های,fa,Rumi,7
خدایت,fa,Rumi,7
نشد,fa,Rumi,7
بادست,fa,Rumi,7
غوغای,ar,Rumi,7
